City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
262,Brae,GB,2021-10-27 15:01:19,60.3964,-1.353,53.51,87,100,22.06,overcast clouds
263,Buchanan,LR,2021-10-27 15:01:20,5.8808,-10.0467,89.56,76,41,6.55,light rain
264,Komsomolskiy,UZ,2021-10-27 15:01:20,40.4272,71.7189,54.82,43,100,2.3,overcast clouds
265,Harper,LR,2021-10-27 15:01:20,4.375,-7.7169,80.71,78,69,5.99,broken clouds
266,Pingzhuang,CN,2021-10-27 15:01:21,42.0372,119.2889,47.3,38,0,3.0,clear sky
267,Katherine,AU,2021-10-27 15:01:21,-14.4667,132.2667,73.72,100,75,6.91,thunderstorm with heavy rain
268,Skjervoy,NO,2021-10-27 15:01:21,70.0311,20.9714,34.21,71,37,26.02,scattered clouds
269,Moron,AR,2021-10-27 15:01:22,-34.6534,-58.6198,94.01,30,4,3.0,clear sky
270,Manica,FR,2021-10-27 15:01:22,49.0,-1.1667,58.41,64,87,9.17,overcast clouds
271,Alanya,TR,2021-10-27 15:01:22,36.5438,31.9998,68.86,64,94,2.1,overcast clouds
272,Angarsk,RU,2021-10-27 15:01:23,52.5367,103.8864,38.12,68,99,3.02,overcast clouds
273,Tiksi,RU,2021-10-27 15:01:23,71.6872,128.8694,11.03,95,100,3.71,overcast clouds
274,Ilulissat,GL,2021-10-27 15:01:23,69.2167,-51.1,15.82,48,20,8.05,few clouds
275,Colares,PT,2021-10-27 15:01:24,38.7992,-9.4469,80.33,42,0,8.05,clear sky
276,Road Town,VG,2021-10-27 15:00:29,18.4167,-64.6167,86.2,68,1,13.24,clear sky
277,Alyangula,AU,2021-10-27 15:01:24,-13.8483,136.4192,80.83,82,7,7.07,clear sky
278,Havre-Saint-Pierre,CA,2021-10-27 15:01:25,50.2334,-63.5986,44.8,65,6,14.45,clear sky
279,Samarai,PG,2021-10-27 15:01:25,-10.6167,150.6667,80.96,81,34,13.42,scattered clouds
280,High Rock,BS,2021-10-27 15:01:25,26.6208,-78.2833,79.48,64,2,15.26,clear sky
281,Broome,US,2021-10-27 15:01:26,42.2506,-75.833,53.85,76,90,3.0,overcast clouds
282,Marawi,PH,2021-10-27 15:01:26,7.9986,124.2928,65.64,98,100,4.83,overcast clouds
283,Baker City,US,2021-10-27 15:01:26,44.7749,-117.8344,43.83,90,99,2.93,overcast clouds
284,Torbay,CA,2021-10-27 15:01:27,47.6666,-52.7314,44.28,76,100,5.01,overcast clouds
285,Balmazujvaros,HU,2021-10-27 15:01:27,47.6167,21.35,57.38,45,43,3.31,scattered clouds
286,Batavia,US,2021-10-27 15:00:37,41.85,-88.3126,51.03,81,70,1.99,broken clouds
287,Trairi,BR,2021-10-27 14:58:09,-3.2778,-39.2689,89.8,45,30,15.88,scattered clouds
288,Guerrero Negro,MX,2021-10-27 15:01:28,27.9769,-114.0611,66.83,64,0,2.73,clear sky
289,Portland,US,2021-10-27 14:58:24,45.5234,-122.6762,53.37,93,100,5.01,overcast clouds
290,Sungaipenuh,ID,2021-10-27 15:01:28,-2.0833,101.3833,65.8,93,100,0.96,overcast clouds
291,Petropavlovsk-Kamchatskiy,RU,2021-10-27 14:57:49,53.0452,158.6483,30.79,86,0,6.71,clear sky
292,Marienburg,PL,2021-10-27 15:01:29,54.0359,19.0266,55.06,80,100,13.31,overcast clouds
293,Hami,CN,2021-10-27 14:58:11,42.8,93.45,51.71,30,0,4.83,clear sky
294,Burnie,AU,2021-10-27 15:01:29,-41.0667,145.9167,54.91,84,91,8.23,overcast clouds
295,Soc Trang,VN,2021-10-27 15:01:29,9.6033,105.98,78.76,91,100,4.05,overcast clouds
296,Bubaque,GW,2021-10-27 15:01:30,11.2833,-15.8333,82.51,73,87,8.21,overcast clouds
297,Labuhan,ID,2021-10-27 15:01:30,-6.8844,112.2051,81.84,81,100,5.84,overcast clouds
298,Wanning,CN,2021-10-27 15:01:30,18.8003,110.3967,76.3,91,72,5.21,light rain
299,Mao,ES,2021-10-27 15:01:31,39.8885,4.2658,68.56,56,20,13.8,few clouds
300,Ozernovskiy,RU,2021-10-27 15:01:31,51.5,156.5167,42.04,90,100,5.39,overcast clouds
301,Brazzaville,CG,2021-10-27 15:00:11,-4.2658,15.2832,77.65,81,100,2.73,overcast clouds
302,Bulgan,MN,2021-10-27 15:01:32,48.8125,103.5347,38.61,40,6,3.44,clear sky
303,Pisco,PE,2021-10-27 15:01:32,-13.7,-76.2167,65.01,83,29,7.14,scattered clouds
304,Orebro,SE,2021-10-27 15:01:32,59.2741,15.2066,57.38,51,90,14.97,overcast clouds
305,Sinnamary,GF,2021-10-27 15:01:13,5.3833,-52.95,85.26,66,17,10.33,few clouds
306,Lima Duarte,BR,2021-10-27 15:01:33,-21.8425,-43.7931,74.89,80,100,5.12,overcast clouds
307,Praia Da Vitoria,PT,2021-10-27 15:01:33,38.7333,-27.0667,69.76,82,100,12.1,overcast clouds
308,Wagar,SD,2021-10-27 15:01:34,16.1525,36.2032,95.9,25,74,7.72,broken clouds
309,Alzamay,RU,2021-10-27 15:01:34,55.5562,98.6644,29.88,62,44,5.84,scattered clouds
310,Ahipara,NZ,2021-10-27 15:01:34,-35.1667,173.1667,58.91,87,100,4.61,overcast clouds
311,Saint-Georges,GD,2021-10-27 15:01:35,12.0564,-61.7485,82.18,71,100,15.5,overcast clouds
312,Margate,GB,2021-10-27 15:01:35,51.3813,1.3862,63.03,71,100,1.99,overcast clouds
313,Kununurra,AU,2021-10-27 15:01:35,-15.7667,128.7333,80.58,89,64,8.05,broken clouds
314,Mahanoro,MG,2021-10-27 15:01:36,-19.9,48.8,75.76,76,0,13.04,clear sky
315,Moerai,PF,2021-10-27 15:01:36,-22.4333,-151.3333,74.14,78,97,21.47,overcast clouds
316,Yarada,IN,2021-10-27 15:01:36,17.65,83.2667,84.52,79,40,5.75,mist
317,Herat,AF,2021-10-27 15:01:37,34.5,62.0,50.47,52,0,21.47,clear sky
318,Krnov,CZ,2021-10-27 15:00:14,50.0897,17.7039,53.96,63,100,6.62,overcast clouds
319,Ahuimanu,US,2021-10-27 15:01:37,21.4447,-157.8378,73.85,84,48,6.46,scattered clouds
320,Lagoa,PT,2021-10-27 15:01:38,39.05,-27.9833,66.9,75,100,18.28,overcast clouds
321,Mikun,RU,2021-10-27 15:01:38,62.3547,50.0771,34.66,98,100,8.08,light rain
322,Monrovia,LR,2021-10-27 15:01:38,6.3005,-10.7969,89.37,73,29,8.5,light rain
323,Ozinki,RU,2021-10-27 15:01:39,51.1786,49.6769,40.69,45,100,12.71,overcast clouds
324,Bethel,US,2021-10-27 15:01:32,41.3712,-73.414,57.69,83,90,1.99,overcast clouds
325,Gracias,HN,2021-10-27 15:01:39,14.5833,-88.5833,80.46,69,40,3.02,scattered clouds
326,Koupela,BF,2021-10-27 15:01:40,12.1794,-0.3517,98.98,21,58,7.45,broken clouds
327,Kodiak,US,2021-10-27 15:01:40,57.79,-152.4072,30.81,55,25,8.16,scattered clouds
328,Tautira,PF,2021-10-27 15:01:41,-17.7333,-149.15,77.02,76,50,9.53,light rain
329,Artesia,US,2021-10-27 15:01:41,33.8658,-118.0831,68.77,79,1,0.0,clear sky
330,Blue Springs,US,2021-10-27 15:01:41,39.0169,-94.2816,58.24,75,90,1.99,overcast clouds
331,Drayton Valley,CA,2021-10-27 15:01:42,53.2168,-114.9854,41.05,56,100,9.08,overcast clouds
332,Norilsk,RU,2021-10-27 15:01:42,69.3535,88.2027,3.69,96,100,10.2,overcast clouds
333,Ko Samui,TH,2021-10-27 15:01:42,9.5357,99.9357,82.99,71,12,8.84,few clouds
334,Robertsport,LR,2021-10-27 15:01:43,6.7533,-11.3686,81.46,75,25,10.65,scattered clouds
335,Yatou,CN,2021-10-27 15:01:44,37.15,122.3833,53.42,65,0,5.48,light rain
336,Varazdin,HR,2021-10-27 15:01:44,46.3044,16.3378,60.04,55,40,3.02,scattered clouds
337,Ust-Nera,RU,2021-10-27 15:01:44,64.5667,143.2,11.44,97,100,3.53,light snow
338,Filadelfia,US,2021-10-27 14:59:24,39.9523,-75.1638,65.21,77,39,5.01,scattered clouds
339,Adeje,ES,2021-10-27 15:01:45,28.1227,-16.726,73.51,55,20,23.02,few clouds
340,Hualmay,PE,2021-10-27 15:01:45,-11.0964,-77.6139,69.06,69,23,8.48,few clouds
341,Faya,SA,2021-10-27 15:01:46,18.3851,42.4509,60.51,72,56,10.6,broken clouds
342,Conceicao Do Araguaia,BR,2021-10-27 15:01:46,-8.2578,-49.2647,94.59,34,98,7.16,overcast clouds
343,Rio Grande,BR,2021-10-27 14:59:29,-32.035,-52.0986,91.51,60,0,6.33,clear sky
344,Aykhal,RU,2021-10-27 15:01:47,66.0,111.5,18.52,95,100,8.05,light snow
345,Soyo,AO,2021-10-27 15:01:47,-6.1349,12.3689,78.62,77,98,9.33,overcast clouds
346,Husavik,IS,2021-10-27 15:01:48,66.0449,-17.3389,39.25,98,100,13.62,moderate rain
347,Bathsheba,BB,2021-10-27 15:01:48,13.2167,-59.5167,83.5,64,100,16.15,overcast clouds
348,Karasjok,NO,2021-10-27 15:01:49,69.4719,25.5112,24.91,94,33,10.92,scattered clouds
349,Santa Maria,BR,2021-10-27 15:01:49,-29.6842,-53.8069,84.34,43,0,5.19,clear sky
350,Lubao,PH,2021-10-27 15:01:49,14.9167,120.55,82.15,84,46,2.91,scattered clouds
351,Lahat,ID,2021-10-27 15:01:50,-3.8,103.5333,74.73,93,100,2.93,overcast clouds
352,Igarka,RU,2021-10-27 15:01:50,67.4667,86.5833,10.18,90,100,18.14,overcast clouds
353,North Fort Myers,US,2021-10-27 15:01:50,26.6673,-81.8801,84.99,76,1,5.75,clear sky
354,Takoradi,GH,2021-10-27 15:01:51,4.8845,-1.7554,82.44,68,96,7.58,overcast clouds
355,Paita,PE,2021-10-27 15:01:51,-5.0892,-81.1144,70.74,70,99,12.57,overcast clouds
356,Socorro,US,2021-10-27 15:01:52,31.6546,-106.3033,57.45,27,0,13.09,clear sky
357,Methoni,GR,2021-10-27 15:01:52,36.8197,21.7049,68.22,58,100,3.49,overcast clouds
358,San Policarpo,PH,2021-10-27 15:01:52,12.1791,125.5072,81.79,80,62,9.66,broken clouds
359,Pemba,MZ,2021-10-27 15:01:53,-12.974,40.5178,79.47,74,6,11.65,clear sky
360,Port Blair,IN,2021-10-27 15:01:53,11.6667,92.75,81.86,83,80,8.14,broken clouds
361,Lata,PT,2021-10-27 15:01:54,40.1629,-8.3327,78.35,41,11,4.81,few clouds
362,Coihaique,CL,2021-10-27 15:01:44,-45.5752,-72.0662,52.16,93,100,7.78,overcast clouds
363,Grand Gaube,MU,2021-10-27 15:01:54,-20.0064,57.6608,74.37,65,0,3.0,clear sky
364,Yar-Sale,RU,2021-10-27 15:01:54,66.8333,70.8333,13.32,91,75,7.74,broken clouds
365,Nauta,PE,2021-10-27 15:01:55,-4.5061,-73.5757,74.39,88,100,1.23,overcast clouds
366,Serenje,ZM,2021-10-27 15:01:55,-13.2325,30.2352,82.53,32,57,13.2,broken clouds
367,Leningradskiy,RU,2021-10-27 15:01:56,69.3833,178.4167,9.7,93,100,21.5,light snow
368,Gobabis,NA,2021-10-27 15:01:56,-22.45,18.9667,72.75,49,88,7.09,overcast clouds
369,Port Lincoln,AU,2021-10-27 15:01:56,-34.7333,135.8667,55.89,83,44,11.32,scattered clouds
370,Erenhot,CN,2021-10-27 15:01:57,43.6475,111.9767,45.25,29,0,7.7,clear sky
371,Nemuro,JP,2021-10-27 15:01:57,43.3236,145.575,54.82,89,100,13.18,overcast clouds
372,Ouadda,CF,2021-10-27 15:01:57,8.0777,22.4007,83.16,62,88,2.91,overcast clouds
373,Baijiantan,CN,2021-10-27 15:01:58,45.6333,85.1833,56.28,30,100,7.52,overcast clouds
374,Roald,NO,2021-10-27 15:01:58,62.5833,6.1333,54.34,76,75,19.57,broken clouds
375,Bandarbeyla,SO,2021-10-27 15:01:58,9.4942,50.8122,79.92,75,1,13.18,clear sky
376,Noumea,NC,2021-10-27 15:01:59,-22.2763,166.4572,77.0,99,99,6.11,overcast clouds
377,Mackay,AU,2021-10-27 15:01:59,-21.15,149.2,73.04,81,11,8.12,few clouds
378,Ostrovnoy,RU,2021-10-27 15:01:59,68.0531,39.5131,30.07,64,100,12.86,overcast clouds
379,Klaksvik,FO,2021-10-27 15:02:00,62.2266,-6.589,49.12,83,53,24.94,broken clouds
380,Ormara,PK,2021-10-27 15:02:00,25.2088,64.6357,79.02,66,0,7.63,clear sky
381,Altay,CN,2021-10-27 15:02:00,47.8667,88.1167,40.3,46,89,5.86,overcast clouds
382,Sumbe,AO,2021-10-27 15:02:01,-11.2061,13.8437,77.86,75,29,10.38,moderate rain
383,Anito,PH,2021-10-27 15:02:02,12.4497,125.2886,79.5,87,96,7.31,overcast clouds
384,The Pas,CA,2021-10-27 15:02:03,53.8251,-101.2541,42.82,100,90,4.61,mist
385,Lowestoft,GB,2021-10-27 15:02:04,52.4752,1.7516,64.45,75,74,19.75,broken clouds
386,Hoshcha,UA,2021-10-27 15:02:04,50.6003,26.6744,53.85,68,79,6.6,broken clouds
387,Yelizovo,RU,2021-10-27 15:02:05,53.1873,158.3805,34.79,81,100,4.5,overcast clouds
388,Mayskiy,RU,2021-10-27 15:02:05,47.6931,40.1025,49.44,35,0,4.27,clear sky
389,Biryusinsk,RU,2021-10-27 15:02:05,55.9634,97.8235,30.22,54,30,9.6,scattered clouds
390,Sobolevo,RU,2021-10-27 15:02:06,54.4299,31.8996,43.65,77,86,7.63,overcast clouds
391,Acapulco,MX,2021-10-27 15:01:06,16.8634,-99.8901,80.6,79,88,0.89,overcast clouds
392,Moree,AU,2021-10-27 15:02:06,-29.4667,149.85,69.96,41,6,8.08,clear sky
393,Pangody,RU,2021-10-27 15:02:07,65.85,74.4859,11.84,94,88,10.13,overcast clouds
394,Lufilufi,WS,2021-10-27 15:02:07,-13.8745,-171.5986,80.29,80,36,17.54,light rain
395,Rivadavia,AR,2021-10-27 15:02:07,-33.1905,-68.4608,86.43,13,88,5.79,overcast clouds
396,Camapua,BR,2021-10-27 15:02:08,-19.5314,-54.0439,86.99,52,98,8.52,overcast clouds
397,Sturgis,US,2021-10-27 15:00:24,41.7992,-85.4192,46.89,50,1,3.44,light rain
398,Daru,PG,2021-10-27 15:02:08,-9.0763,143.2092,81.12,77,90,12.91,overcast clouds
399,Mayo,US,2021-10-27 15:00:51,38.8876,-76.5119,65.43,72,81,15.99,broken clouds
400,Myitkyina,MM,2021-10-27 15:02:09,25.3833,97.4,72.37,82,66,0.98,broken clouds
401,Katsuura,JP,2021-10-27 15:02:09,35.1333,140.3,62.62,90,100,5.1,overcast clouds
402,Suluq,LY,2021-10-27 15:02:10,31.6682,20.2521,73.71,68,91,12.24,overcast clouds
403,Huarmey,PE,2021-10-27 15:02:10,-10.0681,-78.1522,69.62,71,32,9.1,scattered clouds
404,Waipawa,NZ,2021-10-27 15:02:11,-41.4122,175.5153,54.45,80,100,3.62,moderate rain
405,Tongchuan,CN,2021-10-27 15:02:11,35.0806,109.0897,50.77,80,37,2.17,scattered clouds
406,Itaituba,BR,2021-10-27 15:02:11,-4.2761,-55.9836,77.05,95,99,1.23,overcast clouds
407,Port Augusta,AU,2021-10-27 15:02:12,-32.5,137.7667,62.74,90,13,12.46,few clouds
408,Juneau,US,2021-10-27 15:02:12,58.3019,-134.4197,43.84,97,90,4.61,light rain
409,Hirara,JP,2021-10-27 15:02:12,24.8,125.2833,75.94,62,23,16.53,few clouds
410,Umm Lajj,SA,2021-10-27 15:02:13,25.0213,37.2685,81.86,62,88,6.62,overcast clouds
411,Carndonagh,IE,2021-10-27 15:02:13,55.25,-7.2667,60.42,86,100,7.99,overcast clouds
412,Porto Novo,BJ,2021-10-27 15:02:13,6.4965,2.6036,84.54,66,100,7.54,overcast clouds
413,Gander,CA,2021-10-27 15:00:24,48.9682,-54.5906,39.16,80,71,11.01,broken clouds
414,Manzanillo,CU,2021-10-27 15:02:14,20.3433,-77.1167,85.64,63,64,1.97,broken clouds
415,Kathu,TH,2021-10-27 15:02:14,7.9178,98.3332,86.7,88,95,4.54,overcast clouds
416,Ordu,TR,2021-10-27 15:02:14,40.9086,37.6845,46.9,88,0,1.92,clear sky
417,Havoysund,NO,2021-10-27 15:02:15,70.9963,24.6622,31.08,74,44,25.88,scattered clouds
418,Lucban,PH,2021-10-27 15:02:15,14.1133,121.5569,77.05,90,88,6.58,overcast clouds
419,Soure,BR,2021-10-27 15:02:16,-0.7167,-48.5233,84.56,67,62,12.15,broken clouds
420,Tayga,RU,2021-10-27 15:02:16,56.06,85.6197,29.32,56,100,8.23,overcast clouds
421,Aitape,PG,2021-10-27 15:02:16,-3.1374,142.3475,80.38,82,98,3.83,overcast clouds
422,Sept-Iles,CA,2021-10-27 15:02:17,50.2001,-66.3821,45.05,67,3,1.99,clear sky
423,Artigas,UY,2021-10-27 15:01:26,-30.4,-56.4667,87.53,35,0,10.0,clear sky
424,Darnah,LY,2021-10-27 15:02:17,32.767,22.6367,74.25,68,79,16.22,broken clouds
425,Tuatapere,NZ,2021-10-27 15:02:17,-46.1333,167.6833,50.4,96,67,4.14,broken clouds
426,Riberalta,BO,2021-10-27 15:02:18,-10.9833,-66.1,94.51,42,72,0.69,broken clouds
427,Novovelichkovskaya,RU,2021-10-27 15:02:18,45.2778,38.8436,49.1,51,0,3.06,clear sky
428,Port Hardy,CA,2021-10-27 15:02:19,50.6996,-127.4199,44.78,93,90,0.0,overcast clouds
429,Erzin,TR,2021-10-27 15:02:19,36.9559,36.2,75.72,32,99,2.57,overcast clouds
430,Kiama,AU,2021-10-27 15:02:19,-34.6833,150.8667,63.0,91,84,5.84,broken clouds
431,Yuci,CN,2021-10-27 15:02:20,37.6803,112.7319,51.55,62,100,4.47,overcast clouds
432,Mecca,SA,2021-10-27 15:02:20,21.4267,39.8261,87.01,43,12,10.87,few clouds
433,Emerald,AU,2021-10-27 15:02:20,-23.5333,148.1667,75.34,44,3,11.43,clear sky
434,Ceuta,ES,2021-10-27 15:02:21,35.8903,-5.3075,77.11,79,75,20.83,broken clouds
435,Grand Forks,US,2021-10-27 15:02:21,47.9417,-97.4337,46.33,97,90,8.05,mist
436,Chapais,CA,2021-10-27 15:02:21,49.7834,-74.8492,42.04,54,100,6.13,overcast clouds
437,Murgab,TM,2021-10-27 15:02:22,37.4966,61.9714,53.4,61,100,13.87,overcast clouds
438,Sandwick,GB,2021-10-27 15:02:22,60.0,-1.25,53.42,94,40,16.11,scattered clouds
439,Mesopotamia,IQ,2021-10-27 14:57:48,33.0,44.0,84.11,20,2,5.19,clear sky
440,Rio Muerto,MX,2021-10-27 15:00:39,27.4167,-110.2333,73.18,60,0,3.94,clear sky
441,Clarence Town,AU,2021-10-27 15:02:23,-32.5833,151.7833,65.86,87,100,2.77,overcast clouds
442,Klyuchi,RU,2021-10-27 15:02:23,52.2667,79.1667,30.74,41,36,4.63,scattered clouds
443,Waingapu,ID,2021-10-27 15:02:24,-9.6567,120.2641,82.67,77,100,4.18,overcast clouds
444,Gunjur,GM,2021-10-27 15:02:24,13.2019,-16.7339,84.34,70,99,9.62,overcast clouds
445,Palmer,US,2021-10-27 14:57:50,42.1584,-72.3287,55.29,85,90,4.0,light intensity drizzle
446,Cacequi,BR,2021-10-27 15:02:24,-29.8836,-54.825,83.98,47,0,7.78,clear sky
447,Moindou,NC,2021-10-27 15:02:25,-21.6924,165.677,69.75,84,73,4.41,broken clouds
448,Amudat,UG,2021-10-27 15:02:25,1.95,34.95,84.58,31,65,13.31,broken clouds
449,Vradiyivka,UA,2021-10-27 15:02:25,47.862,30.5919,49.48,57,9,6.13,clear sky
450,Gorontalo,ID,2021-10-27 15:02:26,0.5412,123.0595,76.53,95,8,2.06,clear sky
451,Kisanga,TZ,2021-10-27 15:02:26,-7.4362,37.7034,88.99,38,16,2.46,few clouds
452,Hobyo,SO,2021-10-27 15:02:27,5.3505,48.5268,81.73,73,49,9.82,scattered clouds
453,Bikaner,IN,2021-10-27 15:02:27,28.0167,73.3,80.96,28,0,4.63,clear sky
454,Sapa,PH,2021-10-27 15:02:27,5.1544,120.3241,80.33,73,71,1.63,broken clouds
455,Honiara,SB,2021-10-27 15:02:28,-9.4333,159.95,78.19,91,71,6.24,broken clouds
456,Vallenar,CL,2021-10-27 15:02:28,-28.5708,-70.7581,77.27,31,0,6.04,clear sky
457,Los Llanos De Aridane,ES,2021-10-27 15:02:28,28.6585,-17.9182,69.55,70,75,5.01,broken clouds
458,Zabol,AF,2021-10-27 15:02:29,32.25,67.25,52.56,18,0,10.22,clear sky
459,Kashi,CN,2021-10-27 15:02:29,39.4547,75.9797,52.93,34,100,4.41,overcast clouds
460,Parati,BR,2021-10-27 15:02:29,-23.2178,-44.7131,76.44,90,99,2.84,overcast clouds
461,Mitchell,US,2021-10-27 15:02:30,43.7094,-98.0298,50.11,96,90,3.0,light rain
462,Megion,RU,2021-10-27 15:02:30,61.0296,76.1136,24.82,89,89,9.24,overcast clouds
463,Noshiro,JP,2021-10-27 15:02:31,40.2039,140.0242,59.4,76,52,17.72,broken clouds
464,Kang,BW,2021-10-27 15:02:31,-23.6752,22.7876,66.42,86,100,15.88,heavy intensity rain
465,Kamaishi,JP,2021-10-27 15:02:31,39.2667,141.8833,55.72,87,56,6.78,broken clouds
466,Launceston,AU,2021-10-27 15:02:20,-41.45,147.1667,53.24,89,100,1.99,overcast clouds
467,Hokitika,NZ,2021-10-27 15:02:32,-42.7167,170.9667,53.6,63,93,5.39,overcast clouds
468,Bonthe,SL,2021-10-27 15:02:33,7.5264,-12.505,83.5,69,52,10.98,broken clouds
469,Sembakung,ID,2021-10-27 15:02:33,3.8167,117.25,80.53,96,88,1.43,overcast clouds
470,Shangzhi,CN,2021-10-27 15:02:33,45.2167,127.9667,38.26,72,3,5.82,clear sky
471,Cairns,AU,2021-10-27 15:02:34,-16.9167,145.7667,76.95,82,48,5.75,scattered clouds
472,Candolim,IN,2021-10-27 15:02:34,15.5181,73.7626,80.85,69,0,4.5,light rain
473,Puerto Carreno,CO,2021-10-27 15:02:35,6.189,-67.4859,75.83,90,100,1.07,overcast clouds
474,Ingham,US,2021-10-27 15:02:35,42.6,-84.3833,46.06,94,90,3.44,mist
475,Nefteyugansk,RU,2021-10-27 15:02:35,61.0998,72.6035,21.45,83,7,10.07,clear sky
476,Bayeux,BR,2021-10-27 15:02:36,-7.125,-34.9322,88.11,48,16,16.31,few clouds
477,Kostyantynivka,UA,2021-10-27 15:02:36,48.5277,37.7069,43.77,31,0,5.32,clear sky
478,Ludvika,SE,2021-10-27 15:02:37,60.1496,15.1878,54.03,88,70,6.53,broken clouds
479,Isabela,PH,2021-10-27 14:58:13,6.7085,121.9711,79.57,87,100,7.63,overcast clouds
480,Neijiang,CN,2021-10-27 15:02:37,29.5835,105.0622,58.33,95,100,2.89,light rain
481,Beloha,MG,2021-10-27 15:02:37,-25.1667,45.05,71.1,79,77,14.92,broken clouds
482,Praya,CV,2021-10-27 15:02:38,14.9215,-23.5087,84.74,61,75,20.71,broken clouds
483,Santa Cruz Del Sur,CU,2021-10-27 15:02:38,20.7147,-77.9956,84.43,68,36,5.59,heavy intensity rain
484,Moroni,KM,2021-10-27 15:02:39,-11.7022,43.2551,78.46,83,50,9.75,scattered clouds
485,Bournemouth,GB,2021-10-27 15:02:39,50.7205,-1.8795,61.02,83,40,1.99,scattered clouds
486,Kungurtug,RU,2021-10-27 15:02:39,50.5994,97.5228,32.14,61,85,1.72,overcast clouds
487,Linhares,BR,2021-10-27 15:02:40,-19.3911,-40.0722,86.43,48,92,8.25,overcast clouds
488,Bonavista,CA,2021-10-27 15:02:40,48.6499,-53.1147,45.12,73,83,14.38,broken clouds
489,Nantucket,US,2021-10-27 15:00:42,41.2835,-70.0995,56.14,92,99,50.85,moderate rain
490,Saint-Pierre,RE,2021-10-27 15:02:41,-21.3393,55.4781,76.68,75,90,2.3,overcast clouds
491,Kardla,EE,2021-10-27 14:59:09,58.9978,22.7492,51.78,93,90,9.22,overcast clouds
492,Elumalai,IN,2021-10-27 15:02:41,9.8667,77.7,76.1,78,83,1.32,moderate rain
493,Annavasal,IN,2021-10-27 15:02:41,10.4667,78.7,83.79,82,94,8.37,overcast clouds
494,La Ronge,CA,2021-10-27 15:02:42,55.1001,-105.2842,38.71,92,2,5.68,clear sky
495,Spassk-Ryazanskiy,RU,2021-10-27 15:02:42,54.4072,40.3806,44.17,69,96,16.55,light rain
496,Inhambane,MZ,2021-10-27 15:02:42,-23.865,35.3833,75.33,69,61,15.84,broken clouds
497,Basoko,CD,2021-10-27 15:02:43,1.2391,23.616,82.67,74,67,3.24,light rain
498,Warri,NG,2021-10-27 15:02:43,5.5167,5.75,83.07,75,100,5.37,moderate rain
499,Riyadh,SA,2021-10-27 15:00:34,24.6877,46.7219,86.27,16,33,10.87,scattered clouds
500,Tiarei,PF,2021-10-27 15:02:44,-17.5333,-149.3333,77.02,75,34,7.23,scattered clouds
501,Matagami,CA,2021-10-27 15:02:35,49.7502,-77.6328,42.58,61,100,4.79,overcast clouds
502,Taguatinga,BR,2021-10-27 15:02:44,-12.3857,-46.5711,95.68,27,63,9.06,broken clouds
503,Lewistown,US,2021-10-27 15:02:44,40.5992,-77.5714,60.51,79,90,0.0,overcast clouds
504,Pemberton,CA,2021-10-27 15:00:24,50.3164,-122.8027,44.1,96,97,5.57,overcast clouds
505,Santiago,CL,2021-10-27 15:02:03,-33.4569,-70.6483,73.85,42,0,6.8,clear sky
506,Natal,BR,2021-10-27 15:02:45,-5.795,-35.2094,87.64,51,41,15.59,scattered clouds
507,Rio Gallegos,AR,2021-10-27 15:01:42,-51.6226,-69.2181,58.69,46,100,23.24,overcast clouds
508,Meulaboh,ID,2021-10-27 15:02:46,4.1363,96.1285,75.43,92,100,6.98,overcast clouds
509,Stornoway,GB,2021-10-27 15:02:46,58.2093,-6.3865,54.93,76,20,14.97,few clouds
510,Tuusula,FI,2021-10-27 15:02:46,60.4037,25.0264,47.48,87,75,5.01,light rain
511,Taltal,CL,2021-10-27 15:02:47,-25.4,-70.4833,65.73,67,15,4.72,few clouds
512,Borogontsy,RU,2021-10-27 15:02:47,62.6683,131.1683,10.63,100,87,3.62,overcast clouds
513,Uddevalla,SE,2021-10-27 15:02:47,58.3478,11.9424,55.33,98,100,7.0,overcast clouds
514,Abalak,RU,2021-10-27 15:02:48,58.1286,68.5944,30.25,97,100,5.86,light snow
515,Seymchan,RU,2021-10-27 15:02:48,62.8833,152.4333,0.93,95,87,0.96,overcast clouds
516,Vila Franca Do Campo,PT,2021-10-27 15:02:49,37.7167,-25.4333,70.21,88,100,16.17,overcast clouds
517,Steinbach,DE,2021-10-27 15:00:42,50.1667,8.5667,61.57,67,20,4.61,few clouds
518,Moose Factory,CA,2021-10-27 15:02:49,51.2585,-80.6094,42.44,72,40,2.89,scattered clouds
519,Caohai,CN,2021-10-27 15:02:50,26.8661,104.2841,44.65,96,100,3.56,overcast clouds
520,Roswell,US,2021-10-27 15:02:50,34.0232,-84.3616,62.1,72,1,1.99,clear sky
521,Juana Diaz,PR,2021-10-27 15:02:51,18.0525,-66.5066,89.62,69,5,8.39,clear sky
522,Bom Jesus Do Galho,BR,2021-10-27 15:02:51,-19.8289,-42.3161,82.24,53,90,8.81,overcast clouds
523,Lakes Entrance,AU,2021-10-27 15:02:51,-37.8811,147.981,54.16,72,99,6.87,overcast clouds
524,Myrtle Beach,US,2021-10-27 14:59:11,33.6891,-78.8867,60.04,61,6,3.0,clear sky
525,Wake Forest,US,2021-10-27 15:02:52,35.9799,-78.5097,60.06,65,1,1.01,clear sky
